name,Atoms,Count,Mean /°,Median /°,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S4@FeN4,Fe–S–S,1,117.30,117.30,nan,0.00,nan,nan
Na2S4@FeN4,S–S–S,2,110.61,110.61,1.56,1.10,1.10,nan
Na2S4@FeN4,S–S–Na,3,81.69,82.56,5.12,4.18,2.96,-0.75
Na2S4@FeN4,Na–S–Na,1,99.47,99.47,nan,0.00,nan,nan
Na2S4@FeN4,S–Na–S,1,105.60,105.60,nan,0.00,nan,nan
Na2S4@FeN4,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S4@FeN4,Fe–S–Na,1,97.40,97.40,nan,0.00,nan,nan
Na2S4@FeN4,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S4@FeN4-PC,Fe–S–S,1,117.50,117.50,nan,0.00,nan,nan
Na2S4@FeN4-PC,N–Fe–S,4,90.00,90.00,4.89,4.23,2.44,0.00
Na2S4@FeN4-PC,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S4@FeN4-PC,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S4@FeN4-PC,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S4@FeN4-PC,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S4@FeN4-PC,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S4@FeN4-PC,S–S–S,2,114.10,114.10,2.09,1.48,1.48,nan
Na2S6@FeN4,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S6@FeN4,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S6@FeN4,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S6@FeN4,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S6@FeN4,Na–Fe–Na,1,70.05,70.05,nan,0.00,nan,nan
Na2S6@FeN4,Fe–Na–S,6,107.18,83.25,37.52,34.25,15.32,0.97
Na2S6@FeN4,S–S–S,2,111.85,111.85,0.04,0.02,0.02,nan
Na2S6@FeN4,Na–S–Na,2,82.50,82.50,0.04,0.03,0.03,nan
Na2S6@FeN4,S–Na–S,6,83.75,86.28,9.08,8.29,3.71,-0.59
Na2S6@FeN4,S–S–Na,6,89.12,82.00,12.10,11.04,4.94,0.96
Na2S6@FeN4,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S6@FeN4,N–Fe–Na,8,90.00,90.01,27.49,25.71,9.72,-0.00
Na2S6@FeN4-PC,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S6@FeN4-PC,S–S–S,4,111.71,111.70,0.72,0.62,0.36,0.01
Na2S6@FeN4-PC,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S6@FeN4-PC,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S6@FeN4-PC,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S6@FeN4-PC,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S6@FeN4-glyme,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S6@FeN4-glyme,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S6@FeN4-glyme,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S6@FeN4-glyme,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S6@FeN4-glyme,S–S–Na,3,83.75,83.87,1.05,0.85,0.60,-0.48
Na2S6@FeN4-glyme,S–S–S,2,111.91,111.91,0.10,0.07,0.07,nan
Na2S6@FeN4-glyme,S–Na–S,1,70.44,70.44,nan,0.00,nan,nan
Na2S6@FeN4-glyme,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S8@FeN4,S–Na–Na,5,65.27,58.12,18.69,16.72,8.36,2.13
Na2S8@FeN4,S–Na–S,4,88.37,90.82,14.68,12.71,7.34,-0.59
Na2S8@FeN4,Fe–Na–Na,1,146.21,146.21,nan,0.00,nan,nan
Na2S8@FeN4,Fe–Na–S,2,130.61,130.61,24.26,17.16,17.16,nan
Na2S8@FeN4,Na–S–Na,1,70.60,70.60,nan,0.00,nan,nan
Na2S8@FeN4,S–S–Na,5,91.43,88.32,13.79,12.33,6.17,-0.32
Na2S8@FeN4,S–S–S,4,111.27,112.34,3.07,2.66,1.54,-1.69
Na2S8@FeN4,N–Fe–Na,4,89.99,89.99,18.11,15.68,9.05,0.00
Na2S8@FeN4,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S8@FeN4,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S8@FeN4,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S8@FeN4,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S8@FeN4,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S8@FeN4-PC,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S8@FeN4-PC,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S8@FeN4-PC,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S8@FeN4-PC,S–S–S,4,112.19,112.09,1.57,1.36,0.79,0.39
Na2S8@FeN4-PC,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S8@FeN4-PC,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S8@FeN4-glyme,C–C–C,126,120.00,120.00,0.00,0.00,0.00,-0.67
Na2S8@FeN4-glyme,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.07
Na2S8@FeN4-glyme,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.36
Na2S8@FeN4-glyme,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S8@FeN4-glyme,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S8@FeN4-glyme,S–S–S,6,110.52,111.30,4.11,3.75,1.68,-1.22
Na2S8@FeN4-glyme,S–S–Na,4,102.03,98.37,15.15,13.12,7.57,1.33
Na2S8@FeN4-glyme,Na–S–Na,2,85.99,85.99,0.06,0.04,0.04,nan
Na2S8@FeN4-glyme,S–Na–S,2,89.78,89.78,3.74,2.64,2.64,nan
Na2S8@FeN4-glyme,Fe–Na–S,2,132.00,132.00,9.06,6.41,6.41,nan
Na2S8@FeN4-glyme,N–Fe–Na,4,89.99,89.99,15.85,13.73,7.93,0.00
Na2S@FeN4,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.13
Na2S@FeN4,N–Fe–Na,4,90.01,90.01,23.18,20.08,11.59,-0.00
Na2S@FeN4,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S@FeN4,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S@FeN4,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.71
Na2S@FeN4,C–C–C,116,120.00,120.00,0.00,0.00,0.00,-0.46
Na2S@FeN4,Fe–Na–S,1,153.02,153.02,nan,0.00,nan,nan
Na2S@FeN4,Na–S–Na,1,108.53,108.53,nan,0.00,nan,nan
Na2S@FeN4-PC,C–C–C,116,120.00,120.00,0.00,0.00,0.00,-0.46
Na2S@FeN4-PC,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.13
Na2S@FeN4-PC,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.71
Na2S@FeN4-PC,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S@FeN4-PC,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S@FeN4-PC,N–Fe–Na,4,90.01,90.01,16.15,13.99,8.08,-0.00
Na2S@FeN4-glyme,Fe–Na–S,1,152.93,152.93,nan,0.00,nan,nan
Na2S@FeN4-glyme,N–Fe–Na,4,90.01,90.01,23.10,20.01,11.55,-0.00
Na2S@FeN4-glyme,N–Fe–N,6,119.98,98.21,47.02,42.93,19.20,0.86
Na2S@FeN4-glyme,C–N–Fe,8,120.00,120.00,20.43,19.11,7.22,0.00
Na2S@FeN4-glyme,C–C–N,16,120.00,120.00,0.00,0.00,0.00,-1.13
Na2S@FeN4-glyme,C–C–C,116,120.00,120.00,0.00,0.00,0.00,-0.46
Na2S@FeN4-glyme,Na–S–Na,1,108.58,108.58,nan,0.00,nan,nan
Na2S@FeN4-glyme,C–N–C,4,120.00,120.00,0.00,0.00,0.00,-1.71
