name,Atoms,Count,Mean /Å,Median /Å,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S8@FeN4,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S8@FeN4,C–Na,3,3.7191,3.6897,0.1369,0.1118,0.0791,0.9219
Na2S8@FeN4-PC,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S8@FeN4-PC,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S8@FeN4-PC,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S8@FeN4-PC,S–S,7,2.2324,2.0228,0.5029,0.4656,0.1901,2.6083
Na2S8@FeN4-PC,S–Na,1,4.3841,4.3841,nan,0.0000,nan,nan
Na2S8@FeN4-PC,Na–Na,1,5.2965,5.2965,nan,0.0000,nan,nan
Na2S8@FeN4-PC,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S8@FeN4-glyme,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S8@FeN4-glyme,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S8@FeN4-glyme,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S8@FeN4-glyme,C–Na,4,3.7055,3.7126,0.1872,0.1622,0.0936,-0.0808
Na2S8@FeN4-glyme,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S8@FeN4-glyme,N–Na,3,3.3888,3.3846,0.3609,0.2947,0.2084,0.0528
Na2S8@FeN4-glyme,Fe–Na,1,3.0347,3.0347,nan,0.0000,nan,nan
Na2S8@FeN4-glyme,S–S,9,2.3544,2.0780,0.5562,0.5244,0.1854,1.6019
Na2S8@FeN4-glyme,S–Na,13,3.4976,3.3998,0.5693,0.5470,0.1579,0.1369
Na2S8@FeN4-glyme,Na–Na,1,3.8889,3.8889,nan,0.0000,nan,nan
Na2S@FeN4,Fe–Na,1,2.9396,2.9396,nan,0.0000,nan,nan
Na2S@FeN4,N–Na,2,2.9014,2.9014,0.1112,0.0786,0.0786,nan
Na2S@FeN4,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S@FeN4,C–Na,13,3.3437,3.3469,0.2846,0.2734,0.0789,-0.6736
Na2S@FeN4,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S@FeN4,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S@FeN4,C–C,72,1.4261,1.4261,0.0000,0.0000,0.0000,-2.0857
Na2S@FeN4,Na–Na,1,4.1518,4.1518,nan,0.0000,nan,nan
Na2S@FeN4,S–Na,2,2.5574,2.5574,0.0172,0.0121,0.0121,nan
Na2S@FeN4-PC,Na–Na,1,4.9466,4.9466,nan,0.0000,nan,nan
Na2S@FeN4-PC,C–C,72,1.4261,1.4261,0.0000,0.0000,0.0000,-2.0857
Na2S@FeN4-PC,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S@FeN4-PC,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S@FeN4-PC,C–Na,11,3.5939,3.7041,0.2889,0.2755,0.0871,-0.8810
Na2S@FeN4-PC,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S@FeN4-PC,N–Na,2,3.2544,3.2544,0.0218,0.0154,0.0154,nan
Na2S@FeN4-PC,Fe–Na,1,3.1466,3.1466,nan,0.0000,nan,nan
Na2S@FeN4-PC,S–Na,2,3.0702,3.0702,0.0623,0.0441,0.0441,nan
Na2S@FeN4-glyme,C–C,72,1.4261,1.4261,0.0000,0.0000,0.0000,-2.0857
Na2S@FeN4-glyme,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S@FeN4-glyme,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S@FeN4-glyme,Na–Na,1,4.1639,4.1639,nan,0.0000,nan,nan
Na2S@FeN4-glyme,N–Na,2,2.9038,2.9038,0.1097,0.0776,0.0776,nan
Na2S@FeN4-glyme,Fe–Na,1,2.9399,2.9399,nan,0.0000,nan,nan
Na2S@FeN4-glyme,S–Na,2,2.5640,2.5640,0.0131,0.0093,0.0093,nan
Na2S@FeN4-glyme,C–Na,13,3.3468,3.3500,0.2847,0.2735,0.0790,-0.6812
Na2S@FeN4-glyme,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
