name,NaPS,solvent,energy,iteration,electronic_scf,vdw,oxidation_states
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3155638707674,18.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3138307619049,8.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.2573095044231,0.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3148314132561,9.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.2915187424322,2.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.304197376398,3.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.2828485948887,1.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3105450431141,5.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3127579734568,6.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.3131154633514,7.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-PC-vdw,Na2S4,PC,-552.305958481995,4.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.03, 0.03, 0.032, 0.03, 0.029, 0.032, 0.03, 0.029, 0.025, 0.03, 0.029, 0.025, 0.03, 0.03, 0.03, 0.029, 0.029, 0.027, 0.031, 0.028, 0.03, 0.032, 0.024, 0.03, 0.028, 0.026, 0.028, 0.03, 0.033, 0.031, 0.026, 0.033, 0.031, 0.026, 0.032, 0.03, 0.03, 0.032, 0.028, 0.032, 0.031, 0.028, 0.032, 0.031, 0.029, 0.147, 0.032, 0.029, 0.146, 0.032, 0.033, 0.029, 0.033, 0.031, 0.033, 0.031, 0.032, 0.043, 0.036, 0.033, 0.029, 0.042, 0.033, 0.029, 0.042, 0.031, 0.031, 0.147, 0.034, 0.031, 0.034]}, {'Element': 'N', 'Oxidation States': [0.012]}, {'Element': 'S', 'Oxidation States': [-0.579, 0.018, 0.017, -0.574]}, {'Element': 'Na', 'Oxidation States': [0.951, 0.953]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1679035314988,10.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1685384803314,16.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.168526367597,15.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1684942424017,14.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1684366601701,13.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.168369115444,12.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1680880522475,11.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1677058767024,8.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1661775932796,3.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.167323754033,6.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1671070527558,5.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1668395611558,4.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1685547259436,17.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1650884835352,2.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
Na2S4@N_graphene-glyme-vdw,Na2S4,Glyme,-552.1645429522853,1.0,True,True,"[{'Element': 'C', 'Oxidation States': [0.032, 0.032, 0.032, 0.033, 0.03, 0.033, 0.033, 0.031, 0.021, 0.034, 0.028, 0.02, 0.033, 0.032, 0.033, 0.026, 0.013, 0.031, 0.02, 0.017, 0.035, 0.023, -0.0, 0.034, 0.03, 0.03, 0.03, 0.025, 0.036, 0.034, 0.023, 0.035, 0.034, 0.023, 0.035, 0.033, 0.032, 0.035, 0.029, 0.028, 0.035, 0.023, 0.031, 0.035, 0.029, 0.131, 0.036, 0.027, 0.129, 0.035, 0.035, 0.031, 0.035, 0.009, 0.008, 0.036, 0.028, 0.029, 0.034, 0.036, 0.031, 0.04, 0.036, 0.03, 0.039, 0.033, 0.033, 0.135, 0.035, 0.033, 0.035]}, {'Element': 'N', 'Oxidation States': [-0.002]}, {'Element': 'S', 'Oxidation States': [-0.415, -0.006, -0.008, -0.406]}, {'Element': 'Na', 'Oxidation States': [0.862, 0.861]}]"
