name,NaPS,Atoms,solvent,electronic_scf,vdw,Count,Mean /Å,Median /Å,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2,Na2S2,S–Na,Vacuum,False,False,6,2.7366,2.7166,0.0611,0.0557,0.0249,2.0563
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,Ni–S,PC,False,False,138,2.3902,2.3943,0.0335,0.0334,0.0028,-8.2163
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
Na2S2@NiS2-PC,Na2S2,S–S,PC,False,False,13,2.0738,2.0738,0.0000,0.0000,0.0000,0.0000
